complaint_id,date_received,product,issue,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed
3002452,2023-02-23,Checking or savings account,Opening an account,I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.,Cedarbrook Bank,VA,Email,Closed with explanation,No,Yes
3002453,2023-11-16,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"To whom it may concern, My credit report shows a late payment that was never late, I have proof of on time payment. I would appreciate a prompt resolution.",Redwood Lending Group,MD,Web,Closed with monetary relief,No,No
3002454,2023-06-24,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"This has been an ongoing problem. My credit report shows a late payment that was never late, I have proof of on time payment.",Northgate Bank,CA,Postal mail,In progress,Yes,No
3002455,2024-10-08,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation.,Cedarbrook Bank,NJ,Postal mail,Closed with monetary relief,Yes,No
3002456,2023-05-27,Debt collection,False statements or representation,This has been an ongoing problem. The collection agency threatened legal action that they have no authority to actually pursue. I would appreciate a prompt resolution.,Pinnacle Servicing LLC,MD,Fax,Closed with non-monetary relief,Yes,No
3002457,2023-01-13,Debt collection,Attempts to collect debt not owed,"To whom it may concern, This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. Please investigate this matter.",Pinnacle Servicing LLC,TX,Web,Closed with non-monetary relief,Yes,No
3002458,2024-12-13,Debt collection,Attempts to collect debt not owed,"I would like to report the following issue. This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. This has caused significant stress.",Acme Financial Services,NJ,Referral,Closed with non-monetary relief,Yes,No
3002459,2024-05-06,Credit card or prepaid card,Problem with a purchase shown on your statement,This has been an ongoing problem. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account.,Acme Financial Services,NY,Phone,Closed with explanation,Yes,No
3002460,2025-05-30,Credit card or prepaid card,Closing your account,I am writing to file a complaint. My account was closed without any prior notice and I still had a positive balance. I would appreciate a prompt resolution.,Pinnacle Servicing LLC,AZ,Referral,Closed with non-monetary relief,No,No
3002461,2023-11-24,"Money transfer, virtual currency, or money service",Fraud or scam,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved. I would appreciate a prompt resolution.,Redwood Lending Group,MD,Referral,Closed with non-monetary relief,Yes,No
3002462,2024-11-10,Student loan,Dealing with your lender or servicer,I am writing to file a complaint. I applied for an income-driven repayment plan and my servicer never processed it correctly. I would appreciate a prompt resolution.,Vantage Capital Partners,TX,Web,Closed with explanation,Yes,No
3002463,2024-08-12,"Money transfer, virtual currency, or money service",Fraud or scam,"To whom it may concern, Someone used my account to send a fraudulent money transfer and the company will not refund me. Please investigate this matter.",Northgate Bank,OH,Referral,Closed with non-monetary relief,Yes,No
3002464,2023-09-07,Credit card or prepaid card,Fees or interest,"To whom it may concern, I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. Please investigate this matter.",Vantage Capital Partners,NC,Phone,Closed without relief,Yes,No
3002465,2024-05-27,Student loan,Struggling to repay your loan,I would like to report the following issue. I applied for an income-driven repayment plan and my servicer never processed it correctly. Please investigate this matter.,Pinnacle Servicing LLC,MI,Phone,In progress,Yes,No
3002466,2024-03-15,Checking or savings account,Problem caused by your funds being low,I would like to report the following issue. My account was overdrawn due to a hold the bank placed without telling me in advance.,Redwood Lending Group,NC,Referral,Closed with explanation,No,No
3002467,2023-10-11,Student loan,Struggling to repay your loan,This has been an ongoing problem. I applied for an income-driven repayment plan and my servicer never processed it correctly. Please investigate this matter.,Vantage Capital Partners,MO,Fax,Closed with monetary relief,Yes,No
3002468,2023-12-09,Debt collection,Communication tactics,"This has been an ongoing problem. I am receiving multiple collection calls per day, well beyond what is allowed under regulation. I would appreciate a prompt resolution.",Summit Card Services,WA,Postal mail,Closed with monetary relief,Yes,No
3002469,2025-02-21,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved.,Pinnacle Servicing LLC,PA,Phone,Closed with non-monetary relief,Yes,No
3002470,2023-04-18,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Coastal Credit Union,TN,Phone,Closed with non-monetary relief,Yes,No
3002471,2025-06-18,Debt collection,Communication tactics,"To whom it may concern, I am receiving multiple collection calls per day, well beyond what is allowed under regulation. This has caused significant stress.",Union Point Financial,NC,Postal mail,Closed without relief,Yes,No
3002472,2023-05-11,Student loan,Struggling to repay your loan,"To whom it may concern, I applied for an income-driven repayment plan and my servicer never processed it correctly.",Vantage Capital Partners,MO,Phone,Closed with non-monetary relief,Yes,No
3002473,2023-11-01,Debt collection,False statements or representation,This has been an ongoing problem. The collection agency threatened legal action that they have no authority to actually pursue. Please investigate this matter.,Northgate Bank,NJ,Postal mail,Closed with explanation,Yes,No
3002474,2023-11-28,Debt collection,Communication tactics,"To whom it may concern, I am receiving multiple collection calls per day, well beyond what is allowed under regulation. Please investigate this matter.",Coastal Credit Union,OH,Fax,Closed with monetary relief,Yes,No
3002475,2024-02-27,Checking or savings account,Opening an account,"To whom it may concern, I was denied the ability to open a basic checking account without a clear reason given. I would appreciate a prompt resolution.",Northgate Bank,WA,Fax,In progress,Yes,Yes
3002476,2024-03-01,Debt collection,False statements or representation,The collection agency threatened legal action that they have no authority to actually pursue. I would appreciate a prompt resolution.,Northgate Bank,VA,Referral,In progress,Yes,No
3002477,2023-01-30,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,This has been an ongoing problem. There is an account on my credit report that does not belong to me and I have disputed it multiple times. I would appreciate a prompt resolution.,Redwood Lending Group,CA,Postal mail,Closed with non-monetary relief,Yes,No
3002478,2023-04-08,Checking or savings account,Managing an account,"To whom it may concern, I was unable to access my own checking account funds for over a week with no explanation. I would appreciate a prompt resolution.",Coastal Credit Union,MO,Email,Closed without relief,Yes,No
3002479,2024-01-31,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,A company charged my account for a transfer I never initiated or approved. Please investigate this matter.,Coastal Credit Union,MD,Referral,Closed with explanation,Yes,No
3002480,2025-03-12,Debt collection,Attempts to collect debt not owed,"To whom it may concern, This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. This has caused significant stress.",Union Point Financial,WA,Referral,Closed with monetary relief,Yes,No
3002481,2023-12-19,Student loan,Struggling to repay your loan,This has been an ongoing problem. I applied for an income-driven repayment plan and my servicer never processed it correctly. This has caused significant stress.,Pinnacle Servicing LLC,OH,Referral,In progress,Yes,No
3002482,2025-04-20,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"To whom it may concern, I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation.",Vantage Capital Partners,NC,Email,Closed with explanation,Yes,No
3002483,2024-08-03,Student loan,Dealing with your lender or servicer,This has been an ongoing problem. My student loan servicer will not respond to my repeated requests about my repayment plan. This has caused significant stress.,Union Point Financial,FL,Email,Closed without relief,No,No
3002484,2024-09-06,Checking or savings account,Opening an account,I would like to report the following issue. I was unable to access my own checking account funds for over a week with no explanation. Please investigate this matter.,Northgate Bank,TX,Web,Closed without relief,No,No
3002485,2025-03-05,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,I am writing to file a complaint. There is an account on my credit report that does not belong to me and I have disputed it multiple times.,Redwood Lending Group,MD,Email,Closed with monetary relief,Yes,No
3002486,2023-08-26,Student loan,Dealing with your lender or servicer,"To whom it may concern, My student loan servicer will not respond to my repeated requests about my repayment plan. Please investigate this matter.",Coastal Credit Union,NC,Referral,Closed without relief,Yes,No
3002487,2023-10-16,Student loan,Struggling to repay your loan,I would like to report the following issue. I applied for an income-driven repayment plan and my servicer never processed it correctly. I would appreciate a prompt resolution.,Acme Financial Services,MD,Email,Closed with monetary relief,Yes,No
3002488,2023-02-08,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,"This has been an ongoing problem. My credit report shows a late payment that was never late, I have proof of on time payment. Please investigate this matter.",Northgate Bank,NC,Email,Closed with explanation,Yes,No
3002489,2025-05-18,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,I am writing to file a complaint. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. I would appreciate a prompt resolution.,Coastal Credit Union,PA,Web,Closed with non-monetary relief,Yes,Yes
3002490,2024-02-18,Mortgage,Applying for a mortgage,This has been an ongoing problem. My mortgage application has been delayed for months with no clear update from the lender. I would appreciate a prompt resolution.,Cedarbrook Bank,TX,Fax,Closed with explanation,No,No
3002491,2023-09-22,Mortgage,Applying for a mortgage,I am writing to file a complaint. I requested a loan modification months ago and have not received any response from my servicer. Please investigate this matter.,Cedarbrook Bank,NJ,Phone,In progress,Yes,No
3002492,2023-03-18,Credit card or prepaid card,Fees or interest,I would like to report the following issue. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. Please investigate this matter.,Pinnacle Servicing LLC,TX,Fax,Closed without relief,Yes,Yes
3002493,2023-03-02,Mortgage,Applying for a mortgage,My mortgage servicer misapplied my monthly payment and then charged me a late fee.,Northgate Bank,NJ,Postal mail,Closed with explanation,Yes,No
3002494,2025-03-12,"Money transfer, virtual currency, or money service",Fraud or scam,"To whom it may concern, Someone used my account to send a fraudulent money transfer and the company will not refund me. Please investigate this matter.",Northgate Bank,MD,Fax,Closed with monetary relief,Yes,No
3002495,2023-06-15,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Cedarbrook Bank,MO,Fax,Closed with explanation,No,No
3002496,2023-05-20,Credit card or prepaid card,Problem with a purchase shown on your statement,I would like to report the following issue. My credit card application was denied for reasons that were never clearly explained to me. This has caused significant stress.,Union Point Financial,FL,Email,Closed with non-monetary relief,Yes,No
3002497,2023-10-29,Checking or savings account,Problem caused by your funds being low,This has been an ongoing problem. My account was overdrawn due to a hold the bank placed without telling me in advance.,Pinnacle Servicing LLC,OH,Email,Closed with explanation,Yes,No
3002498,2024-11-04,Debt collection,Attempts to collect debt not owed,"I would like to report the following issue. I am receiving multiple collection calls per day, well beyond what is allowed under regulation. I would appreciate a prompt resolution.",Pinnacle Servicing LLC,NY,Email,Closed with monetary relief,Yes,No
3002499,2025-06-17,Debt collection,Written notification about debt,I would like to report the following issue. I never received the required written validation notice before collection calls started. This has caused significant stress.,Acme Financial Services,FL,Fax,Closed with non-monetary relief,Yes,No
3002500,2024-11-08,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,This has been an ongoing problem. A company pulled my credit report without my permission for a purpose I never authorized.,Summit Card Services,WA,Web,Closed without relief,Yes,No
3002501,2023-06-29,Mortgage,Struggling to pay mortgage,"To whom it may concern, I requested a loan modification months ago and have not received any response from my servicer. This has caused significant stress.",Union Point Financial,MI,Web,Closed with explanation,Yes,No
3002502,2024-06-17,Debt collection,False statements or representation,This has been an ongoing problem. The collection agency threatened legal action that they have no authority to actually pursue. This has caused significant stress.,Cedarbrook Bank,VA,Postal mail,Closed without relief,Yes,Yes
3002503,2024-01-14,Mortgage,Struggling to pay mortgage,I am writing to file a complaint. I requested a loan modification months ago and have not received any response from my servicer. I would appreciate a prompt resolution.,Northgate Bank,MD,Fax,Closed with monetary relief,Yes,No
3002504,2024-01-08,Checking or savings account,Problem caused by your funds being low,"To whom it may concern, My account was overdrawn due to a hold the bank placed without telling me in advance. This has caused significant stress.",Cedarbrook Bank,MI,Referral,Closed with non-monetary relief,Yes,No
3002505,2024-02-18,Checking or savings account,Opening an account,"To whom it may concern, I was denied the ability to open a basic checking account without a clear reason given.",Summit Card Services,VA,Postal mail,Closed with monetary relief,Yes,No
3002506,2024-11-10,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,This has been an ongoing problem. A company pulled my credit report without my permission for a purpose I never authorized. I would appreciate a prompt resolution.,Acme Financial Services,FL,Phone,Closed with monetary relief,Yes,No
3002507,2023-02-11,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"To whom it may concern, I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. This has caused significant stress.",Cedarbrook Bank,MA,Web,Closed with explanation,Yes,No
3002508,2024-11-19,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,This has been an ongoing problem. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. I would appreciate a prompt resolution.,Coastal Credit Union,NY,Postal mail,Closed with non-monetary relief,Yes,No
3002509,2023-05-05,Mortgage,Trouble during payment process,"To whom it may concern, My mortgage application has been delayed for months with no clear update from the lender. I would appreciate a prompt resolution.",Harbor Trust Bank,PA,Referral,Closed with non-monetary relief,Yes,No
3002510,2024-07-02,Debt collection,Written notification about debt,I would like to report the following issue. I never received the required written validation notice before collection calls started. I would appreciate a prompt resolution.,Coastal Credit Union,TN,Phone,Closed with non-monetary relief,Yes,No
3002511,2023-10-07,Mortgage,Trouble during payment process,I am writing to file a complaint. My mortgage servicer misapplied my monthly payment and then charged me a late fee. I would appreciate a prompt resolution.,Northgate Bank,TX,Fax,In progress,No,No
3002512,2025-03-11,Credit card or prepaid card,Getting a credit card,"To whom it may concern, My credit card application was denied for reasons that were never clearly explained to me. This has caused significant stress.",Northgate Bank,NY,Referral,Closed with monetary relief,No,No
3002513,2025-03-09,Student loan,Dealing with your lender or servicer,"To whom it may concern, My student loan servicer will not respond to my repeated requests about my repayment plan. This has caused significant stress.",Union Point Financial,IL,Referral,In progress,Yes,Yes
3002514,2023-05-01,Mortgage,Trouble during payment process,This has been an ongoing problem. My mortgage servicer misapplied my monthly payment and then charged me a late fee. This has caused significant stress.,Harbor Trust Bank,TN,Email,Closed with explanation,Yes,Yes
3002515,2025-05-21,Mortgage,Struggling to pay mortgage,"To whom it may concern, I requested a loan modification months ago and have not received any response from my servicer. I would appreciate a prompt resolution.",Northgate Bank,CA,Phone,Closed with explanation,Yes,No
3002516,2023-03-21,Mortgage,Struggling to pay mortgage,"To whom it may concern, I requested a loan modification months ago and have not received any response from my servicer. This has caused significant stress.",Vantage Capital Partners,NJ,Referral,In progress,Yes,No
3002517,2024-07-23,"Money transfer, virtual currency, or money service",Fraud or scam,I would like to report the following issue. Someone used my account to send a fraudulent money transfer and the company will not refund me.,Pinnacle Servicing LLC,MA,Phone,Closed with non-monetary relief,Yes,No
3002518,2025-02-13,Mortgage,Trouble during payment process,This has been an ongoing problem. I requested a loan modification months ago and have not received any response from my servicer. Please investigate this matter.,Harbor Trust Bank,TN,Email,Closed with explanation,Yes,No
3002519,2023-08-16,Student loan,Dealing with your lender or servicer,"To whom it may concern, My student loan servicer will not respond to my repeated requests about my repayment plan. I would appreciate a prompt resolution.",Vantage Capital Partners,MA,Phone,Closed with non-monetary relief,Yes,No
3002520,2024-07-19,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved. This has caused significant stress.,Harbor Trust Bank,VA,Postal mail,Closed with monetary relief,Yes,No
3002521,2023-07-11,Mortgage,Applying for a mortgage,My mortgage application has been delayed for months with no clear update from the lender. This has caused significant stress.,Vantage Capital Partners,CA,Postal mail,In progress,Yes,No
3002522,2024-06-16,Checking or savings account,Opening an account,I would like to report the following issue. I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.,Vantage Capital Partners,MO,Postal mail,Closed with explanation,Yes,No
3002523,2024-04-15,Checking or savings account,Managing an account,I would like to report the following issue. I was unable to access my own checking account funds for over a week with no explanation.,Redwood Lending Group,GA,Postal mail,Closed with monetary relief,Yes,No
3002524,2023-05-28,Credit card or prepaid card,Getting a credit card,This has been an ongoing problem. My credit card application was denied for reasons that were never clearly explained to me. This has caused significant stress.,Union Point Financial,AZ,Web,Closed with non-monetary relief,Yes,No
3002525,2023-05-24,Checking or savings account,Opening an account,I was denied the ability to open a basic checking account without a clear reason given. I would appreciate a prompt resolution.,Harbor Trust Bank,GA,Fax,Closed with explanation,Yes,No
3002526,2024-10-17,Mortgage,Struggling to pay mortgage,I requested a loan modification months ago and have not received any response from my servicer. Please investigate this matter.,Vantage Capital Partners,WA,Phone,Closed with monetary relief,Yes,Yes
3002527,2025-04-01,Credit card or prepaid card,Getting a credit card,"To whom it may concern, My credit card application was denied for reasons that were never clearly explained to me. This has caused significant stress.",Acme Financial Services,MO,Phone,Closed with non-monetary relief,Yes,No
3002528,2024-06-08,Debt collection,Written notification about debt,"To whom it may concern, I never received the required written validation notice before collection calls started. This has caused significant stress.",Acme Financial Services,TX,Phone,Closed with explanation,Yes,No
3002529,2025-06-13,Checking or savings account,Opening an account,I would like to report the following issue. I was unable to access my own checking account funds for over a week with no explanation. Please investigate this matter.,Pinnacle Servicing LLC,WI,Web,Closed with monetary relief,Yes,No
3002530,2024-01-29,Mortgage,Struggling to pay mortgage,I requested a loan modification months ago and have not received any response from my servicer. I would appreciate a prompt resolution.,Summit Card Services,TN,Email,Closed without relief,No,No
3002531,2023-09-02,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"This has been an ongoing problem. My credit report shows a late payment that was never late, I have proof of on time payment. I would appreciate a prompt resolution.",Redwood Lending Group,GA,Fax,Closed with non-monetary relief,Yes,No
3002532,2023-08-16,Mortgage,Struggling to pay mortgage,I would like to report the following issue. I requested a loan modification months ago and have not received any response from my servicer. Please investigate this matter.,Northgate Bank,NJ,Fax,In progress,Yes,Yes
3002533,2023-01-21,"Money transfer, virtual currency, or money service",Fraud or scam,I am writing to file a complaint. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Summit Card Services,WI,Postal mail,Closed without relief,Yes,No
3002534,2023-06-10,Debt collection,Attempts to collect debt not owed,This has been an ongoing problem. I am being contacted about a debt that I already paid off two years ago and have receipts to prove it. This has caused significant stress.,Vantage Capital Partners,IL,Referral,Closed with explanation,No,Yes
3002535,2024-12-01,Credit card or prepaid card,Problem with a purchase shown on your statement,I am writing to file a complaint. There is a charge on my card statement for a purchase I never made or authorized. This has caused significant stress.,Redwood Lending Group,MD,Referral,Closed without relief,Yes,No
3002536,2023-05-10,Checking or savings account,Opening an account,This has been an ongoing problem. I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.,Harbor Trust Bank,TX,Referral,Closed with explanation,Yes,Yes
3002537,2023-01-08,"Money transfer, virtual currency, or money service",Fraud or scam,I would like to report the following issue. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Summit Card Services,IL,Web,Closed without relief,No,No
3002538,2024-10-20,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. Please investigate this matter.,Redwood Lending Group,OH,Phone,In progress,Yes,No
3002539,2023-01-03,Debt collection,Communication tactics,"I am receiving multiple collection calls per day, well beyond what is allowed under regulation. I would appreciate a prompt resolution.",Acme Financial Services,CA,Referral,In progress,Yes,No
3002540,2025-05-11,Student loan,Struggling to repay your loan,"To whom it may concern, I applied for an income-driven repayment plan and my servicer never processed it correctly. Please investigate this matter.",Harbor Trust Bank,WA,Fax,Closed with monetary relief,Yes,Yes
3002541,2023-01-03,Student loan,Struggling to repay your loan,My student loan servicer will not respond to my repeated requests about my repayment plan. This has caused significant stress.,Union Point Financial,MD,Email,Closed with non-monetary relief,Yes,No
3002542,2025-01-30,Debt collection,Attempts to collect debt not owed,"To whom it may concern, This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. Please investigate this matter.",Redwood Lending Group,FL,Postal mail,Closed without relief,Yes,No
3002543,2023-10-24,Checking or savings account,Opening an account,I would like to report the following issue. I was denied the ability to open a basic checking account without a clear reason given.,Union Point Financial,MI,Referral,Closed without relief,Yes,Yes
3002544,2023-03-24,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,"To whom it may concern, A company pulled my credit report without my permission for a purpose I never authorized. I would appreciate a prompt resolution.",Union Point Financial,TN,Postal mail,Closed without relief,Yes,Yes
3002545,2024-10-25,Student loan,Struggling to repay your loan,"To whom it may concern, I applied for an income-driven repayment plan and my servicer never processed it correctly.",Pinnacle Servicing LLC,FL,Referral,Closed with explanation,Yes,Yes
3002546,2024-02-21,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Northgate Bank,WI,Web,Closed with non-monetary relief,Yes,Yes
3002547,2023-01-25,Debt collection,Written notification about debt,"This has been an ongoing problem. This collector is trying to collect a debt that is not mine, likely a case of mistaken identity.",Pinnacle Servicing LLC,TN,Fax,Closed without relief,Yes,No
3002548,2023-05-07,Debt collection,False statements or representation,"To whom it may concern, The collection agency threatened legal action that they have no authority to actually pursue.",Cedarbrook Bank,VA,Email,Closed with non-monetary relief,Yes,No
3002549,2024-02-29,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"My credit report shows a late payment that was never late, I have proof of on time payment. This has caused significant stress.",Redwood Lending Group,TN,Web,Closed with explanation,Yes,Yes
3002550,2023-01-30,Credit card or prepaid card,Fees or interest,I am writing to file a complaint. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. I would appreciate a prompt resolution.,Redwood Lending Group,MA,Phone,Closed with non-monetary relief,Yes,No
3002551,2023-08-01,Mortgage,Applying for a mortgage,"To whom it may concern, My mortgage application has been delayed for months with no clear update from the lender. I would appreciate a prompt resolution.",Summit Card Services,NC,Postal mail,Closed with monetary relief,Yes,No
3002552,2023-05-10,Mortgage,Applying for a mortgage,This has been an ongoing problem. My mortgage application has been delayed for months with no clear update from the lender. Please investigate this matter.,Union Point Financial,MO,Fax,Closed with monetary relief,Yes,Yes
3002553,2023-12-17,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,This has been an ongoing problem. A company pulled my credit report without my permission for a purpose I never authorized.,Vantage Capital Partners,FL,Phone,Closed with non-monetary relief,Yes,Yes
3002554,2025-04-03,Mortgage,Trouble during payment process,I am writing to file a complaint. I requested a loan modification months ago and have not received any response from my servicer.,Harbor Trust Bank,PA,Fax,Closed without relief,Yes,No
3002555,2023-03-07,Checking or savings account,Problem caused by your funds being low,"To whom it may concern, My account was overdrawn due to a hold the bank placed without telling me in advance. This has caused significant stress.",Summit Card Services,TN,Referral,Closed with monetary relief,No,No
3002556,2024-11-19,Credit card or prepaid card,Closing your account,This has been an ongoing problem. My account was closed without any prior notice and I still had a positive balance. This has caused significant stress.,Pinnacle Servicing LLC,NJ,Postal mail,In progress,Yes,No
3002557,2024-08-25,Checking or savings account,Problem caused by your funds being low,My account was overdrawn due to a hold the bank placed without telling me in advance. This has caused significant stress.,Pinnacle Servicing LLC,PA,Referral,Closed with monetary relief,Yes,No
3002558,2024-02-21,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved. This has caused significant stress.,Summit Card Services,NJ,Web,Closed without relief,Yes,No
3002559,2024-06-30,Mortgage,Trouble during payment process,I would like to report the following issue. My mortgage servicer misapplied my monthly payment and then charged me a late fee.,Harbor Trust Bank,NY,Referral,Closed with explanation,Yes,No
3002560,2023-07-03,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,This has been an ongoing problem. A company charged my account for a transfer I never initiated or approved.,Vantage Capital Partners,GA,Fax,Closed with monetary relief,Yes,No
3002561,2025-06-06,Student loan,Dealing with your lender or servicer,I would like to report the following issue. My student loan servicer will not respond to my repeated requests about my repayment plan. This has caused significant stress.,Summit Card Services,FL,Referral,In progress,Yes,No
3002562,2023-05-31,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,I am writing to file a complaint. A company pulled my credit report without my permission for a purpose I never authorized. Please investigate this matter.,Redwood Lending Group,MI,Postal mail,Closed without relief,Yes,No
3002563,2024-05-19,Mortgage,Applying for a mortgage,I would like to report the following issue. My mortgage application has been delayed for months with no clear update from the lender. This has caused significant stress.,Vantage Capital Partners,MA,Referral,Closed with monetary relief,Yes,No
3002564,2023-07-28,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,This has been an ongoing problem. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. I would appreciate a prompt resolution.,Redwood Lending Group,WI,Email,Closed with non-monetary relief,Yes,No
3002565,2024-03-31,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"To whom it may concern, A company pulled my credit report without my permission for a purpose I never authorized. Please investigate this matter.",Summit Card Services,TX,Email,Closed with monetary relief,Yes,No
3002566,2025-02-23,Credit card or prepaid card,Problem with a purchase shown on your statement,This has been an ongoing problem. There is a charge on my card statement for a purchase I never made or authorized.,Union Point Financial,CA,Postal mail,Closed with non-monetary relief,Yes,Yes
3002567,2023-07-25,Checking or savings account,Opening an account,I was denied the ability to open a basic checking account without a clear reason given.,Acme Financial Services,NY,Web,Closed with non-monetary relief,No,No
3002568,2023-05-10,"Money transfer, virtual currency, or money service",Fraud or scam,A company charged my account for a transfer I never initiated or approved. This has caused significant stress.,Pinnacle Servicing LLC,NC,Email,Closed with non-monetary relief,Yes,Yes
3002569,2023-01-24,Debt collection,Written notification about debt,I never received the required written validation notice before collection calls started.,Cedarbrook Bank,PA,Fax,In progress,Yes,No
3002570,2023-01-09,Mortgage,Struggling to pay mortgage,"To whom it may concern, I requested a loan modification months ago and have not received any response from my servicer.",Harbor Trust Bank,NC,Email,Closed with monetary relief,Yes,Yes
3002571,2023-04-27,Checking or savings account,Opening an account,I would like to report the following issue. My account was overdrawn due to a hold the bank placed without telling me in advance. I would appreciate a prompt resolution.,Redwood Lending Group,IL,Phone,In progress,Yes,No
3002572,2025-04-24,Credit card or prepaid card,Problem with a purchase shown on your statement,I would like to report the following issue. There is a charge on my card statement for a purchase I never made or authorized. I would appreciate a prompt resolution.,Acme Financial Services,FL,Web,Closed with monetary relief,Yes,No
3002573,2023-08-10,Credit card or prepaid card,Getting a credit card,I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. I would appreciate a prompt resolution.,Cedarbrook Bank,IN,Email,Closed with explanation,Yes,No
3002574,2023-10-06,Credit card or prepaid card,Closing your account,I would like to report the following issue. My account was closed without any prior notice and I still had a positive balance. I would appreciate a prompt resolution.,Redwood Lending Group,FL,Phone,Closed without relief,Yes,Yes
3002575,2024-06-18,Checking or savings account,Opening an account,I would like to report the following issue. I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.,Northgate Bank,NC,Email,Closed with non-monetary relief,Yes,No
3002576,2023-07-21,Checking or savings account,Problem caused by your funds being low,My account was overdrawn due to a hold the bank placed without telling me in advance. I would appreciate a prompt resolution.,Acme Financial Services,WI,Fax,Closed with explanation,Yes,No
3002577,2024-04-03,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,This has been an ongoing problem. A company pulled my credit report without my permission for a purpose I never authorized. This has caused significant stress.,Northgate Bank,TN,Postal mail,In progress,Yes,No
3002578,2025-03-20,Credit card or prepaid card,Problem with a purchase shown on your statement,"To whom it may concern, My credit card application was denied for reasons that were never clearly explained to me.",Northgate Bank,WA,Email,In progress,Yes,No
3002579,2023-04-20,Student loan,Dealing with your lender or servicer,This has been an ongoing problem. My student loan servicer will not respond to my repeated requests about my repayment plan. I would appreciate a prompt resolution.,Harbor Trust Bank,IN,Postal mail,Closed without relief,Yes,No
3002580,2024-08-16,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Cedarbrook Bank,OH,Fax,Closed with non-monetary relief,Yes,Yes
